model,task,weight_ED,alpha_std_batch,alpha_std_all,beta_batch,test_MAE
SchNet,mu,1.0,1.5,0,0.5,0.029838
SchNet,zpve,1.0,1.5,0,0.5,0.001701
SchNet,alpha,1.0,1.5,0,0.5,0.069894
SchNet,h298,1.0,1.5,0,0.5,0.014235
SchNet,homo,1.0,1.5,0,0.5,0.031385
SchNet,r2,1.0,1.5,0,0.5,0.131713
SchNet,u298,1.0,1.5,0,0.5,0.013952
SchNet,g298,1.0,1.5,0,0.5,0.014314
SchNet,cv,1.0,0,-1.5,0.5,0.032144
SchNet,gap,1.0,0,-1.5,0.5,0.050022
SchNet,lumo,1.0,0,-1.5,0.5,0.02574
SchNet,u0,1.0,0,-1.5,0.5,0.013888
SchNet,mu,1.0,0,-1.5,0.5,0.030128
SchNet,zpve,1.0,0,-1.5,0.5,0.001699
SchNet,alpha,1.0,0,-1.5,0.5,0.069349
SchNet,h298,1.0,0,-1.5,0.5,0.014292
SchNet,homo,1.0,0,-1.5,0.5,0.031874
SchNet,r2,1.0,0,-1.5,0.5,0.135786
SchNet,u298,1.0,0,-1.5,0.5,0.014093
SchNet,g298,1.0,0,-1.5,0.5,0.014503
SchNet,cv,1.0,-1.5,0,0.5,0.031736
SchNet,gap,1.0,-1.5,0,0.5,0.050111
SchNet,lumo,1.0,-1.5,0,0.5,0.026424
SchNet,u0,1.0,-1.5,0,0.5,0.014008
SchNet,mu,1.0,-1.5,0,0.5,0.030628
SchNet,zpve,1.0,-1.5,0,0.5,0.001705
SchNet,alpha,1.0,-1.5,0,0.5,0.069008
SchNet,h298,1.0,-1.5,0,0.5,0.014233
SchNet,homo,1.0,-1.5,0,0.5,0.031958
SchNet,r2,1.0,-1.5,0,0.5,0.135822
SchNet,u298,1.0,-1.5,0,0.5,0.014205
SchNet,g298,1.0,-1.5,0,0.5,0.014267
SphereNet,cv,1.0,-1.5,-1.5,0.5,0.024483
SphereNet,gap,1.0,-1.5,-1.5,0.5,0.039997
SphereNet,lumo,1.0,-1.5,-1.5,0.5,0.019303
SphereNet,u0,1.0,-1.5,-1.5,0.5,0.006553
SphereNet,mu,1.0,-1.5,-1.5,0.5,0.027052
SphereNet,zpve,1.0,-1.5,-1.5,0.5,0.001245
SphereNet,alpha,1.0,-1.5,-1.5,0.5,0.04647
SphereNet,h298,1.0,-1.5,-1.5,0.5,0.007211
SphereNet,homo,1.0,-1.5,-1.5,0.5,0.022043
SphereNet,r2,1.0,-1.5,-1.5,0.5,0.271365
SphereNet,u298,1.0,-1.5,-1.5,0.5,0.007198
SphereNet,g298,1.0,-1.5,-1.5,0.5,0.00815
SphereNet,cv,1.0,-1.5,1.5,0.5,0.024405
SphereNet,gap,1.0,-1.5,1.5,0.5,0.040052
SphereNet,lumo,1.0,-1.5,1.5,0.5,0.019115
SphereNet,u0,1.0,-1.5,1.5,0.5,0.006743
SphereNet,mu,1.0,-1.5,1.5,0.5,0.027022
SphereNet,zpve,1.0,-1.5,1.5,0.5,0.001271
SphereNet,alpha,1.0,-1.5,1.5,0.5,0.047971
SphereNet,h298,1.0,-1.5,1.5,0.5,0.006767
SphereNet,homo,1.0,-1.5,1.5,0.5,0.022179
SphereNet,r2,1.0,-1.5,1.5,0.5,0.265356
SphereNet,u298,1.0,-1.5,1.5,0.5,0.007263
SphereNet,g298,1.0,-1.5,1.5,0.5,0.008236
SphereNet,cv,0.01,0,0,0.5,0.024308
SphereNet,gap,0.01,0,0,0.5,0.040212
SphereNet,lumo,0.01,0,0,0.5,0.019149
SphereNet,u0,0.01,0,0,0.5,0.006828
SphereNet,mu,0.01,0,0,0.5,0.026911
SphereNet,zpve,0.01,0,0,0.5,0.001247
SphereNet,alpha,0.01,0,0,0.5,0.046909
SphereNet,h298,0.01,0,0,0.5,0.006377
SphereNet,homo,0.01,0,0,0.5,0.021766
SphereNet,r2,0.01,0,0,0.5,0.259422
SphereNet,u298,0.01,0,0,0.5,0.006937
SphereNet,g298,0.01,0,0,0.5,0.007913
SphereNet,cv,0.5,-1.5,-1.5,0.5,0.024016
SphereNet,gap,0.5,-1.5,-1.5,0.5,0.039972
SphereNet,lumo,0.5,-1.5,-1.5,0.5,0.019093
SphereNet,u0,0.5,-1.5,-1.5,0.5,0.006736
SphereNet,mu,0.5,-1.5,-1.5,0.5,0.027082
SphereNet,zpve,0.5,-1.5,-1.5,0.5,0.001238
SphereNet,alpha,0.5,-1.5,-1.5,0.5,0.047864
SphereNet,h298,0.5,-1.5,-1.5,0.5,0.00721
SphereNet,homo,0.5,-1.5,-1.5,0.5,0.021954
SphereNet,r2,0.5,-1.5,-1.5,0.5,0.259265
SphereNet,u298,0.5,-1.5,-1.5,0.5,0.00681
SphereNet,g298,0.5,-1.5,-1.5,0.5,0.008632
SphereNet,cv,0.5,0,1.5,1,0.024174
SphereNet,gap,0.5,0,1.5,1,0.040225
SphereNet,lumo,0.5,0,1.5,1,0.01895
SphereNet,u0,0.5,0,1.5,1,0.006775
SphereNet,mu,0.5,0,1.5,1,0.026685
SphereNet,zpve,0.5,0,1.5,1,0.001242
SphereNet,alpha,0.5,0,1.5,1,0.047093
SphereNet,h298,0.5,0,1.5,1,0.006606
SphereNet,homo,0.5,0,1.5,1,0.021813
SphereNet,r2,0.5,0,1.5,1,0.266775
SphereNet,u298,0.5,0,1.5,1,0.006885
SphereNet,g298,0.5,0,1.5,1,0.007829
SphereNet,cv,0.5,1.5,-1.5,0.5,0.024494
SphereNet,gap,0.5,1.5,-1.5,0.5,0.039705
SphereNet,lumo,0.5,1.5,-1.5,0.5,0.019045
SphereNet,u0,0.5,1.5,-1.5,0.5,0.006871
SphereNet,mu,0.5,1.5,-1.5,0.5,0.027514
SphereNet,zpve,0.5,1.5,-1.5,0.5,0.001247
SphereNet,alpha,0.5,1.5,-1.5,0.5,0.047006
SphereNet,h298,0.5,1.5,-1.5,0.5,0.006541
SphereNet,homo,0.5,1.5,-1.5,0.5,0.022178
SphereNet,r2,0.5,1.5,-1.5,0.5,0.264787
SphereNet,u298,0.5,1.5,-1.5,0.5,0.006746
SphereNet,g298,0.5,1.5,-1.5,0.5,0.008125
SphereNet,cv,1.0,0,-1.5,0,0.024481
SphereNet,gap,1.0,0,-1.5,0,0.040087
SphereNet,lumo,1.0,0,-1.5,0,0.019077
SphereNet,u0,1.0,0,-1.5,0,0.007422
SphereNet,mu,1.0,0,-1.5,0,0.027233
SphereNet,zpve,1.0,0,-1.5,0,0.001251
SphereNet,alpha,1.0,0,-1.5,0,0.047315
SphereNet,h298,1.0,0,-1.5,0,0.007448
SphereNet,homo,1.0,0,-1.5,0,0.021949
SphereNet,r2,1.0,0,-1.5,0,0.266289
SphereNet,u298,1.0,0,-1.5,0,0.007196
SphereNet,g298,1.0,0,-1.5,0,0.007884
SphereNet,cv,0.5,0,0,0,0.024127
SphereNet,gap,0.5,0,0,0,0.039524
SphereNet,lumo,0.5,0,0,0,0.019202
SphereNet,u0,0.5,0,0,0,0.006657
SphereNet,mu,0.5,0,0,0,0.026827
SphereNet,zpve,0.5,0,0,0,0.001236
SphereNet,alpha,0.5,0,0,0,0.046588
SphereNet,h298,0.5,0,0,0,0.006757
SphereNet,homo,0.5,0,0,0,0.021955
SphereNet,r2,0.5,0,0,0,0.262086
SphereNet,u298,0.5,0,0,0,0.006799
SphereNet,g298,0.5,0,0,0,0.00824
SphereNet,cv,0.5,0,0,0.5,0.024507
SphereNet,gap,0.5,0,0,0.5,0.040059
SphereNet,lumo,0.5,0,0,0.5,0.018874
SphereNet,u0,0.5,0,0,0.5,0.006567
SphereNet,mu,0.5,0,0,0.5,0.027041
SphereNet,zpve,0.5,0,0,0.5,0.001264
SphereNet,alpha,0.5,0,0,0.5,0.046303
SphereNet,h298,0.5,0,0,0.5,0.00688
SphereNet,homo,0.5,0,0,0.5,0.021915
SphereNet,r2,0.5,0,0,0.5,0.271028
SphereNet,u298,0.5,0,0,0.5,0.006816
SphereNet,g298,0.5,0,0,0.5,0.008219
SphereNet,cv,1.0,0,1.5,0,0.024784
SphereNet,gap,1.0,0,1.5,0,0.03953
SphereNet,lumo,1.0,0,1.5,0,0.019225
SphereNet,u0,1.0,0,1.5,0,0.006655
SphereNet,mu,1.0,0,1.5,0,0.026919
SphereNet,zpve,1.0,0,1.5,0,0.001271
SphereNet,alpha,1.0,0,1.5,0,0.047163
SphereNet,h298,1.0,0,1.5,0,0.00679
SphereNet,homo,1.0,0,1.5,0,0.022234
SphereNet,r2,1.0,0,1.5,0,0.260961
SphereNet,u298,1.0,0,1.5,0,0.006932
SphereNet,g298,1.0,0,1.5,0,0.008025
SphereNet,cv,1.0,0,0,1,0.024609
SphereNet,gap,1.0,0,0,1,0.040242
SphereNet,lumo,1.0,0,0,1,0.019151
SphereNet,u0,1.0,0,0,1,0.006874
SphereNet,mu,1.0,0,0,1,0.026866
SphereNet,zpve,1.0,0,0,1,0.001241
SphereNet,alpha,1.0,0,0,1,0.047667
SphereNet,h298,1.0,0,0,1,0.006799
SphereNet,homo,1.0,0,0,1,0.022033
SphereNet,r2,1.0,0,0,1,0.260609
SphereNet,u298,1.0,0,0,1,0.006993
SphereNet,g298,1.0,0,0,1,0.008354
SphereNet,cv,1.0,1.5,-1.5,0.5,0.024519
SphereNet,gap,1.0,1.5,-1.5,0.5,0.040048
SphereNet,lumo,1.0,1.5,-1.5,0.5,0.019358
SphereNet,u0,1.0,1.5,-1.5,0.5,0.006673
SphereNet,mu,1.0,1.5,-1.5,0.5,0.027028
SphereNet,zpve,1.0,1.5,-1.5,0.5,0.001286
SphereNet,alpha,1.0,1.5,-1.5,0.5,0.046911
SphereNet,h298,1.0,1.5,-1.5,0.5,0.007258
SphereNet,homo,1.0,1.5,-1.5,0.5,0.022053
SphereNet,r2,1.0,1.5,-1.5,0.5,0.268477
SphereNet,u298,1.0,1.5,-1.5,0.5,0.006979
SphereNet,g298,1.0,1.5,-1.5,0.5,0.008418
SphereNet,cv,1.0,0,-1.5,1,0.024554
SphereNet,gap,1.0,0,-1.5,1,0.03947
SphereNet,lumo,1.0,0,-1.5,1,0.019062
SphereNet,u0,1.0,0,-1.5,1,0.006958
SphereNet,mu,1.0,0,-1.5,1,0.027287
SphereNet,zpve,1.0,0,-1.5,1,0.001289
SphereNet,alpha,1.0,0,-1.5,1,0.048311
SphereNet,h298,1.0,0,-1.5,1,0.006966
SphereNet,homo,1.0,0,-1.5,1,0.021777
SphereNet,r2,1.0,0,-1.5,1,0.254661
SphereNet,u298,1.0,0,-1.5,1,0.006875
SphereNet,g298,1.0,0,-1.5,1,0.008344
SphereNet,gap,0.01,1.5,0,0.5,0.039901
SphereNet,lumo,0.01,1.5,0,0.5,0.018976
SphereNet,u0,0.01,1.5,0,0.5,0.006471
SphereNet,mu,0.01,1.5,0,0.5,0.027155
SphereNet,zpve,0.01,1.5,0,0.5,0.001227
SphereNet,alpha,0.01,1.5,0,0.5,0.04787
SphereNet,h298,0.01,1.5,0,0.5,0.006838
SphereNet,homo,0.01,1.5,0,0.5,0.021953
SphereNet,r2,0.01,1.5,0,0.5,0.265491
SphereNet,u298,0.01,1.5,0,0.5,0.006847
SphereNet,g298,0.01,1.5,0,0.5,0.007783
SphereNet,cv,0.5,-1.5,1.5,0.5,0.024376
SphereNet,gap,0.5,-1.5,1.5,0.5,0.040122
SphereNet,lumo,0.5,-1.5,1.5,0.5,0.018934
SphereNet,u0,0.5,-1.5,1.5,0.5,0.006591
SphereNet,mu,0.5,-1.5,1.5,0.5,0.027079
SphereNet,zpve,0.5,-1.5,1.5,0.5,0.001231
SphereNet,alpha,0.5,-1.5,1.5,0.5,0.046789
SphereNet,h298,0.5,-1.5,1.5,0.5,0.007111
SphereNet,homo,0.5,-1.5,1.5,0.5,0.021849
SphereNet,r2,0.5,-1.5,1.5,0.5,0.261528
SphereNet,u298,0.5,-1.5,1.5,0.5,0.006409
SphereNet,g298,0.5,-1.5,1.5,0.5,0.007809
SphereNet,cv,0.01,0,-1.5,0,0.024244
SphereNet,gap,0.01,0,-1.5,0,0.039869
SphereNet,lumo,0.01,0,-1.5,0,0.019202
SphereNet,u0,0.01,0,-1.5,0,0.006424
SphereNet,mu,0.01,0,-1.5,0,0.026772
SphereNet,zpve,0.01,0,-1.5,0,0.001219
SphereNet,alpha,0.01,0,-1.5,0,0.04658
SphereNet,h298,0.01,0,-1.5,0,0.006585
SphereNet,homo,0.01,0,-1.5,0,0.021958
SphereNet,r2,0.01,0,-1.5,0,0.2592
SphereNet,u298,0.01,0,-1.5,0,0.006728
SphereNet,g298,0.01,0,-1.5,0,0.008
SphereNet,cv,0.01,0,-1.5,0.5,0.024773
SphereNet,gap,0.01,0,-1.5,0.5,0.039918
SphereNet,lumo,0.01,0,-1.5,0.5,0.019145
SphereNet,u0,0.01,0,-1.5,0.5,0.007176
SphereNet,mu,0.01,0,-1.5,0.5,0.027147
SphereNet,zpve,0.01,0,-1.5,0.5,0.00121
SphereNet,alpha,0.01,0,-1.5,0.5,0.047309
SphereNet,h298,0.01,0,-1.5,0.5,0.006682
SphereNet,homo,0.01,0,-1.5,0.5,0.022031
SphereNet,r2,0.01,0,-1.5,0.5,0.258489
SphereNet,u298,0.01,0,-1.5,0.5,0.006649
SphereNet,g298,0.01,0,-1.5,0.5,0.007936
SphereNet,cv,0.5,0,1.5,0.5,0.024449
SphereNet,gap,0.5,0,1.5,0.5,0.040243
SphereNet,lumo,0.5,0,1.5,0.5,0.019126
SphereNet,u0,0.5,0,1.5,0.5,0.00671
SphereNet,mu,0.5,0,1.5,0.5,0.026753
SphereNet,zpve,0.5,0,1.5,0.5,0.001252
SphereNet,alpha,0.5,0,1.5,0.5,0.046859
SphereNet,h298,0.5,0,1.5,0.5,0.007145
SphereNet,homo,0.5,0,1.5,0.5,0.021952
SphereNet,r2,0.5,0,1.5,0.5,0.263085
SphereNet,u298,0.5,0,1.5,0.5,0.006748
SphereNet,g298,0.5,0,1.5,0.5,0.007808
SphereNet,cv,1.0,1.5,1.5,0.5,0.024427
SphereNet,gap,1.0,1.5,1.5,0.5,0.039969
SphereNet,lumo,1.0,1.5,1.5,0.5,0.019219
SphereNet,u0,1.0,1.5,1.5,0.5,0.006566
SphereNet,mu,1.0,1.5,1.5,0.5,0.027121
SphereNet,zpve,1.0,1.5,1.5,0.5,0.001238
SphereNet,alpha,1.0,1.5,1.5,0.5,0.04662
SphereNet,h298,1.0,1.5,1.5,0.5,0.006874
SphereNet,homo,1.0,1.5,1.5,0.5,0.021988
SphereNet,r2,1.0,1.5,1.5,0.5,0.263846
SphereNet,u298,1.0,1.5,1.5,0.5,0.007109
SphereNet,g298,1.0,1.5,1.5,0.5,0.008256
SphereNet,cv,0.01,-1.5,0,0.5,0.024638
SphereNet,gap,0.01,-1.5,0,0.5,0.040031
SphereNet,lumo,0.01,-1.5,0,0.5,0.019079
SphereNet,u0,0.01,-1.5,0,0.5,0.006617
SphereNet,mu,0.01,-1.5,0,0.5,0.027067
SphereNet,zpve,0.01,-1.5,0,0.5,0.001235
SphereNet,alpha,0.01,-1.5,0,0.5,0.047335
SphereNet,h298,0.01,-1.5,0,0.5,0.006877
SphereNet,homo,0.01,-1.5,0,0.5,0.022064
SphereNet,r2,0.01,-1.5,0,0.5,0.261562
SphereNet,u298,0.01,-1.5,0,0.5,0.006682
SphereNet,g298,0.01,-1.5,0,0.5,0.007656
SphereNet,cv,0.01,-1.5,1.5,0.5,0.024539
SphereNet,gap,0.01,-1.5,1.5,0.5,0.03988
SphereNet,lumo,0.01,-1.5,1.5,0.5,0.018996
SphereNet,u0,0.01,-1.5,1.5,0.5,0.006515
SphereNet,mu,0.01,-1.5,1.5,0.5,0.026833
SphereNet,zpve,0.01,-1.5,1.5,0.5,0.001216
SphereNet,alpha,0.01,-1.5,1.5,0.5,0.047116
SphereNet,h298,0.01,-1.5,1.5,0.5,0.007269
SphereNet,homo,0.01,-1.5,1.5,0.5,0.022104
SphereNet,r2,0.01,-1.5,1.5,0.5,0.266621
SphereNet,u298,0.01,-1.5,1.5,0.5,0.006873
SphereNet,g298,0.01,-1.5,1.5,0.5,0.008447
SphereNet,cv,0.01,0,-1.5,1,0.024443
SphereNet,gap,0.01,0,-1.5,1,0.039848
SphereNet,lumo,0.01,0,-1.5,1,0.018815
SphereNet,u0,0.01,0,-1.5,1,0.00687
SphereNet,mu,0.01,0,-1.5,1,0.027041
SphereNet,zpve,0.01,0,-1.5,1,0.00124
SphereNet,alpha,0.01,0,-1.5,1,0.047556
SphereNet,h298,0.01,0,-1.5,1,0.00669
SphereNet,homo,0.01,0,-1.5,1,0.022199
SphereNet,r2,0.01,0,-1.5,1,0.262716
SphereNet,u298,0.01,0,-1.5,1,0.006783
SphereNet,g298,0.01,0,-1.5,1,0.008349
SphereNet,cv,0.01,0,1.5,0.5,0.024281
SphereNet,gap,0.01,0,1.5,0.5,0.039962
SphereNet,lumo,0.01,0,1.5,0.5,0.018795
SphereNet,u0,0.01,0,1.5,0.5,0.00654
SphereNet,mu,0.01,0,1.5,0.5,0.027174
SphereNet,zpve,0.01,0,1.5,0.5,0.001242
SphereNet,alpha,0.01,0,1.5,0.5,0.046848
SphereNet,h298,0.01,0,1.5,0.5,0.006988
SphereNet,homo,0.01,0,1.5,0.5,0.022006
SphereNet,r2,0.01,0,1.5,0.5,0.268406
SphereNet,u298,0.01,0,1.5,0.5,0.006428
SphereNet,g298,0.01,0,1.5,0.5,0.007773
SphereNet,cv,0.01,0,1.5,0,0.024459
SphereNet,gap,0.01,0,1.5,0,0.040228
SphereNet,lumo,0.01,0,1.5,0,0.019279
SphereNet,u0,0.01,0,1.5,0,0.007159
SphereNet,mu,0.01,0,1.5,0,0.027226
SphereNet,zpve,0.01,0,1.5,0,0.001198
SphereNet,alpha,0.01,0,1.5,0,0.046601
SphereNet,h298,0.01,0,1.5,0,0.006561
SphereNet,homo,0.01,0,1.5,0,0.021901
SphereNet,r2,0.01,0,1.5,0,0.256186
SphereNet,u298,0.01,0,1.5,0,0.007013
SphereNet,g298,0.01,0,1.5,0,0.007675
SphereNet,cv,0.01,0,0,0,0.024233
SphereNet,gap,0.01,0,0,0,0.040224
SphereNet,lumo,0.01,0,0,0,0.01875
SphereNet,u0,0.01,0,0,0,0.007184
SphereNet,mu,0.01,0,0,0,0.026814
SphereNet,zpve,0.01,0,0,0,0.001248
SphereNet,alpha,0.01,0,0,0,0.046045
SphereNet,h298,0.01,0,0,0,0.006534
SphereNet,homo,0.01,0,0,0,0.022098
SphereNet,r2,0.01,0,0,0,0.261066
SphereNet,u298,0.01,0,0,0,0.006503
SphereNet,g298,0.01,0,0,0,0.007974
SphereNet,cv,0.5,1.5,0,0.5,0.024174
SphereNet,gap,0.5,1.5,0,0.5,0.040124
SphereNet,lumo,0.5,1.5,0,0.5,0.019367
SphereNet,u0,0.5,1.5,0,0.5,0.006502
SphereNet,mu,0.5,1.5,0,0.5,0.027541
SphereNet,zpve,0.5,1.5,0,0.5,0.001236
SphereNet,alpha,0.5,1.5,0,0.5,0.0469
SphereNet,h298,0.5,1.5,0,0.5,0.006661
SphereNet,homo,0.5,1.5,0,0.5,0.021922
SphereNet,r2,0.5,1.5,0,0.5,0.262755
SphereNet,u298,0.5,1.5,0,0.5,0.006597
SphereNet,g298,0.5,1.5,0,0.5,0.008142
SphereNet,cv,0.5,0,0,1,0.024001
SphereNet,gap,0.5,0,0,1,0.040193
SphereNet,lumo,0.5,0,0,1,0.019048
SphereNet,u0,0.5,0,0,1,0.006817
SphereNet,mu,0.5,0,0,1,0.027332
SphereNet,zpve,0.5,0,0,1,0.001235
SphereNet,alpha,0.5,0,0,1,0.045814
SphereNet,h298,0.5,0,0,1,0.006937
SphereNet,homo,0.5,0,0,1,0.021941
SphereNet,r2,0.5,0,0,1,0.266626
SphereNet,u298,0.5,0,0,1,0.007188
SphereNet,g298,0.5,0,0,1,0.007814
SphereNet,cv,0.5,1.5,1.5,0.5,0.024431
SphereNet,gap,0.5,1.5,1.5,0.5,0.040401
SphereNet,lumo,0.5,1.5,1.5,0.5,0.019147
SphereNet,u0,0.5,1.5,1.5,0.5,0.006969
SphereNet,mu,0.5,1.5,1.5,0.5,0.026976
SphereNet,zpve,0.5,1.5,1.5,0.5,0.001237
SphereNet,alpha,0.5,1.5,1.5,0.5,0.046758
SphereNet,h298,0.5,1.5,1.5,0.5,0.006364
SphereNet,homo,0.5,1.5,1.5,0.5,0.021904
SphereNet,r2,0.5,1.5,1.5,0.5,0.259296
SphereNet,u298,0.5,1.5,1.5,0.5,0.006537
SphereNet,g298,0.5,1.5,1.5,0.5,0.008005
SphereNet,cv,0.5,0,-1.5,1,0.024485
SphereNet,gap,0.5,0,-1.5,1,0.040246
SphereNet,lumo,0.5,0,-1.5,1,0.018879
SphereNet,u0,0.5,0,-1.5,1,0.007166
SphereNet,mu,0.5,0,-1.5,1,0.026694
SphereNet,zpve,0.5,0,-1.5,1,0.001245
SphereNet,alpha,0.5,0,-1.5,1,0.048284
SphereNet,h298,0.5,0,-1.5,1,0.006912
SphereNet,homo,0.5,0,-1.5,1,0.02203
SphereNet,r2,0.5,0,-1.5,1,0.260128
SphereNet,u298,0.5,0,-1.5,1,0.006662
SphereNet,g298,0.5,0,-1.5,1,0.008118
SphereNet,cv,1.0,0,0,0.5,0.024525
SphereNet,gap,1.0,0,0,0.5,0.040409
SphereNet,lumo,1.0,0,0,0.5,0.019095
SphereNet,u0,1.0,0,0,0.5,0.0072
SphereNet,mu,1.0,0,0,0.5,0.027219
SphereNet,zpve,1.0,0,0,0.5,0.001251
SphereNet,alpha,1.0,0,0,0.5,0.047211
SphereNet,h298,1.0,0,0,0.5,0.007177
SphereNet,homo,1.0,0,0,0.5,0.022306
SphereNet,r2,1.0,0,0,0.5,0.261852
SphereNet,u298,1.0,0,0,0.5,0.007239
SphereNet,g298,1.0,0,0,0.5,0.008364
SphereNet,cv,1.0,0,1.5,0.5,0.024384
SphereNet,gap,1.0,0,1.5,0.5,0.040182
SphereNet,lumo,1.0,0,1.5,0.5,0.019157
SphereNet,u0,1.0,0,1.5,0.5,0.006845
SphereNet,mu,1.0,0,1.5,0.5,0.027439
SphereNet,zpve,1.0,0,1.5,0.5,0.001243
SphereNet,alpha,1.0,0,1.5,0.5,0.047095
SphereNet,h298,1.0,0,1.5,0.5,0.006991
SphereNet,homo,1.0,0,1.5,0.5,0.02181
SphereNet,r2,1.0,0,1.5,0.5,0.260985
SphereNet,u298,1.0,0,1.5,0.5,0.006802
SphereNet,g298,1.0,0,1.5,0.5,0.008428
SphereNet,cv,1.0,0,1.5,1,0.024526
SphereNet,gap,1.0,0,1.5,1,0.040241
SphereNet,lumo,1.0,0,1.5,1,0.019038
SphereNet,u0,1.0,0,1.5,1,0.007177
SphereNet,mu,1.0,0,1.5,1,0.027415
SphereNet,zpve,1.0,0,1.5,1,0.001278
SphereNet,alpha,1.0,0,1.5,1,0.047881
SphereNet,h298,1.0,0,1.5,1,0.007437
SphereNet,homo,1.0,0,1.5,1,0.021946
SphereNet,r2,1.0,0,1.5,1,0.263127
SphereNet,u298,1.0,0,1.5,1,0.006701
SphereNet,g298,1.0,0,1.5,1,0.00786
SphereNet,cv,0.01,0,0,1,0.024568
SphereNet,gap,0.01,0,0,1,0.039565
SphereNet,lumo,0.01,0,0,1,0.018941
SphereNet,u0,0.01,0,0,1,0.007012
SphereNet,mu,0.01,0,0,1,0.026608
SphereNet,zpve,0.01,0,0,1,0.001246
SphereNet,alpha,0.01,0,0,1,0.047596
SphereNet,h298,0.01,0,0,1,0.0067
SphereNet,homo,0.01,0,0,1,0.02207
SphereNet,r2,0.01,0,0,1,0.260617
SphereNet,u298,0.01,0,0,1,0.006587
SphereNet,g298,0.01,0,0,1,0.008169
SphereNet,cv,0.01,1.5,1.5,0.5,0.024433
SphereNet,gap,0.01,1.5,1.5,0.5,0.04004
SphereNet,lumo,0.01,1.5,1.5,0.5,0.018931
SphereNet,u0,0.01,1.5,1.5,0.5,0.006559
SphereNet,mu,0.01,1.5,1.5,0.5,0.027279
SphereNet,zpve,0.01,1.5,1.5,0.5,0.001233
SphereNet,alpha,0.01,1.5,1.5,0.5,0.046369
SphereNet,h298,0.01,1.5,1.5,0.5,0.007229
SphereNet,homo,0.01,1.5,1.5,0.5,0.022054
SphereNet,r2,0.01,1.5,1.5,0.5,0.253406
SphereNet,u298,0.01,1.5,1.5,0.5,0.006695
SphereNet,g298,0.01,1.5,1.5,0.5,0.008157
SphereNet,cv,0.5,-1.5,0,0.5,0.024021
SphereNet,gap,0.5,-1.5,0,0.5,0.039714
SphereNet,lumo,0.5,-1.5,0,0.5,0.019183
SphereNet,u0,0.5,-1.5,0,0.5,0.006695
SphereNet,mu,0.5,-1.5,0,0.5,0.027036
SphereNet,zpve,0.5,-1.5,0,0.5,0.001243
SphereNet,alpha,0.5,-1.5,0,0.5,0.045673
SphereNet,h298,0.5,-1.5,0,0.5,0.00684
SphereNet,homo,0.5,-1.5,0,0.5,0.022174
SphereNet,r2,0.5,-1.5,0,0.5,0.260637
SphereNet,u298,0.5,-1.5,0,0.5,0.006797
SphereNet,g298,0.5,-1.5,0,0.5,0.007959
SphereNet,cv,0.5,0,1.5,0,0.024772
SphereNet,gap,0.5,0,1.5,0,0.0399
SphereNet,lumo,0.5,0,1.5,0,0.019167
SphereNet,u0,0.5,0,1.5,0,0.007074
SphereNet,mu,0.5,0,1.5,0,0.027124
SphereNet,zpve,0.5,0,1.5,0,0.001249
SphereNet,alpha,0.5,0,1.5,0,0.047095
SphereNet,h298,0.5,0,1.5,0,0.006821
SphereNet,homo,0.5,0,1.5,0,0.02201
SphereNet,r2,0.5,0,1.5,0,0.271477
SphereNet,u298,0.5,0,1.5,0,0.006741
SphereNet,g298,0.5,0,1.5,0,0.008188
SphereNet,cv,0.5,0,-1.5,0,0.024267
SphereNet,gap,0.5,0,-1.5,0,0.039875
SphereNet,lumo,0.5,0,-1.5,0,0.019072
SphereNet,u0,0.5,0,-1.5,0,0.007021
SphereNet,mu,0.5,0,-1.5,0,0.027339
SphereNet,zpve,0.5,0,-1.5,0,0.001248
SphereNet,alpha,0.5,0,-1.5,0,0.046536
SphereNet,h298,0.5,0,-1.5,0,0.007154
SphereNet,homo,0.5,0,-1.5,0,0.022065
SphereNet,r2,0.5,0,-1.5,0,0.258561
SphereNet,u298,0.5,0,-1.5,0,0.006927
SphereNet,g298,0.5,0,-1.5,0,0.008124
SphereNet,cv,0.01,0,1.5,1,0.024417
SphereNet,gap,0.01,0,1.5,1,0.040034
SphereNet,lumo,0.01,0,1.5,1,0.019166
SphereNet,u0,0.01,0,1.5,1,0.00687
SphereNet,mu,0.01,0,1.5,1,0.026545
SphereNet,zpve,0.01,0,1.5,1,0.00123
SphereNet,alpha,0.01,0,1.5,1,0.046616
SphereNet,h298,0.01,0,1.5,1,0.00664
SphereNet,homo,0.01,0,1.5,1,0.02204
SphereNet,r2,0.01,0,1.5,1,0.267927
SphereNet,u298,0.01,0,1.5,1,0.00703
SphereNet,g298,0.01,0,1.5,1,0.008344
SphereNet,cv,0.01,1.5,-1.5,0.5,0.024384
SphereNet,gap,0.01,1.5,-1.5,0.5,0.04052
SphereNet,lumo,0.01,1.5,-1.5,0.5,0.01896
SphereNet,u0,0.01,1.5,-1.5,0.5,0.00679
SphereNet,mu,0.01,1.5,-1.5,0.5,0.026839
SphereNet,zpve,0.01,1.5,-1.5,0.5,0.001258
SphereNet,alpha,0.01,1.5,-1.5,0.5,0.047713
SphereNet,h298,0.01,1.5,-1.5,0.5,0.006526
SphereNet,homo,0.01,1.5,-1.5,0.5,0.022143
SphereNet,r2,0.01,1.5,-1.5,0.5,0.257575
SphereNet,u298,0.01,1.5,-1.5,0.5,0.006718
